code,code_type,description,category,common_appeal_argument
N21,RARC,Alert: Your line item has been separated into multiple lines to expedite handling.,,
N22,RARC,Alert: This procedure code was added/changed because it more accurately describes the services rendered.,,
N23,RARC,Alert: Patient liability may be affected due to coordination of benefits with other carriers and/or maximum benefit provisions.,,
N24,RARC,Missing/incomplete/invalid Electronic Funds Transfer (EFT) banking information.,,
N25,RARC,This company has been contracted by your benefit plan to provide administrative claims payment services only. This company does not assume financial risk or obligation with respect to claims processed on behalf of your benefit plan.,,
N26,RARC,Missing itemized bill/statement.,,
N27,RARC,Missing/incomplete/invalid treatment number.,,
N28,RARC,Consent form requirements not fulfilled.,,
N29,RARC,Missing documentation/orders/notes/summary/report/chart.,,
N30,RARC,Patient ineligible for this service.,,
N31,RARC,Missing/incomplete/invalid prescribing provider identifier.,,
N32,RARC,Claim must be submitted by the provider who rendered the service.,,
N33,RARC,No record of health check prior to initiation of treatment.,,
N34,RARC,Incorrect claim form/format for this service.,,
N35,RARC,Program integrity/utilization review decision.,,
N36,RARC,Claim must meet primary payer's processing requirements before we can consider payment.,,
N37,RARC,Missing/incomplete/invalid tooth number/letter.,,
N38,RARC,Missing/incomplete/invalid place of service.,,
N39,RARC,Procedure code is not compatible with tooth number/letter.,,
N40,RARC,Missing radiology film(s)/image(s).,,
N41,RARC,Authorization request denied.,,
N42,RARC,Missing mental health assessment.,,
N43,RARC,Bed hold or leave days exceeded.,,
N44,RARC,"Payer's share of regulatory surcharges, assessments, allowances or health care-related taxes paid directly to the regulatory authority.",,
N45,RARC,Payment based on authorized amount.,,
N46,RARC,Missing/incomplete/invalid admission hour.,,
N47,RARC,Claim conflicts with another inpatient stay.,,
N48,RARC,Claim information does not agree with information received from other insurance carrier.,,
N49,RARC,Court ordered coverage information needs validation.,,
N50,RARC,Missing/incomplete/invalid discharge information.,,
N51,RARC,Electronic interchange agreement not on file for provider/submitter.,,
N52,RARC,Patient not enrolled in the billing provider's managed care plan on the date of service.,,
N53,RARC,Missing/incomplete/invalid point of pick-up address.,,
N54,RARC,Claim information is inconsistent with pre-certified/authorized services.,,
N55,RARC,Procedures for billing with group/referring/performing providers were not followed.,,
N56,RARC,Procedure code billed is not correct/valid for the services billed or the date of service billed.,,
N57,RARC,Missing/incomplete/invalid prescribing date.,,
N58,RARC,Missing/incomplete/invalid patient liability amount.,,
N59,RARC,Alert: Please refer to your provider manual for additional program and provider information.,,
N60,RARC,A valid NDC is required for payment of drug claims effective October 02.,,
N61,RARC,Rebill services on separate claims.,,
N62,RARC,Dates of service span multiple rate periods. Resubmit separate claims.,,
N63,RARC,Rebill services on separate claim lines.,,
N64,RARC,The 'from' and 'to' dates must be different.,,
N65,RARC,"Procedure code or procedure rate count cannot be determined, or was not on file, for the date of service/provider.",,
N66,RARC,Missing/incomplete/invalid documentation.,,
N67,RARC,"Professional provider services not paid separately. Included in facility payment under a demonstration project. Apply to that facility for payment, or resubmit your claim if: the facility notifies you the patient was excluded from this demonstration; or if you furnished these services in another location on the date of the patient's admission or discharge from a demonstration hospital. If services were furnished in a facility not involved in the demonstration on the same date the patient was discharged from or admitted to a demonstration facility, you must report the provider ID number for the non-demonstration facility on the new claim.",,
N68,RARC,Prior payment being cancelled as we were subsequently notified this patient was covered by a demonstration project in this site of service. Professional services were included in the payment made to the facility. You must contact the facility for your payment. Prior payment made to you by the patient or another insurer for this claim must be refunded to the payer within 30 days.,,
N69,RARC,Alert: PPS (Prospective Payment System) code changed by claims processing system.,,
N70,RARC,Consolidated billing and payment applies.,,
N71,RARC,"Your unassigned claim for a drug or biological, clinical diagnostic laboratory services or ambulance service was processed as an assigned claim. You are required by law to accept assignment for these types of claims.",,
N72,RARC,PPS (Prospective Payment System) code changed by medical reviewers. Not supported by clinical records.,,
N73,RARC,A Skilled Nursing Facility is responsible for payment of outside providers who furnish these services/supplies under arrangement to its residents.,,
N74,RARC,"Resubmit with multiple claims, each claim covering services provided in only one calendar month.",,
N75,RARC,Missing/incomplete/invalid tooth surface information.,,
N76,RARC,Missing/incomplete/invalid number of riders.,,
N77,RARC,Missing/incomplete/invalid designated provider number.,,
N78,RARC,The necessary components of the child and teen checkup (EPSDT) were not completed.,,
N79,RARC,Service billed is not compatible with patient location information.,,
N80,RARC,Missing/incomplete/invalid prenatal screening information.,,
N81,RARC,Procedure billed is not compatible with tooth surface code.,,
N82,RARC,Provider must accept insurance payment as payment in full when a third party payer contract specifies full reimbursement.,,
N83,RARC,No appeal rights. Adjudicative decision based on the provisions of a demonstration project.,,
N84,RARC,Alert: Further installment payments are forthcoming.,,
N85,RARC,Alert: This is the final installment payment.,,
N86,RARC,A failed trial of pelvic muscle exercise training is required in order for biofeedback training for the treatment of urinary incontinence to be covered.,,
N87,RARC,Home use of biofeedback therapy is not covered.,,
N88,RARC,"Alert: This payment is being made conditionally. An HHA episode of care notice has been filed for this patient. When a patient is treated under a HHA episode of care, consolidated billing requires that certain therapy services and supplies, such as this, be included in the HHA's payment. This payment will need to be recouped from you if we establish that the patient is concurrently receiving treatment under a HHA episode of care.",,
N89,RARC,"Alert: Payment information for this claim has been forwarded to more than one other payer, but format limitations permit only one of the secondary payers to be identified in this remittance advice.",,
N90,RARC,Covered only when performed by the attending physician.,,
N91,RARC,Services not included in the appeal review.,,
N92,RARC,This facility is not certified for digital mammography.,,
N93,RARC,A separate claim must be submitted for each place of service. Services furnished at multiple sites may not be billed in the same claim.,,
N94,RARC,Claim/Service denied because a more specific taxonomy code is required for adjudication.,,
N95,RARC,This provider type/provider specialty may not bill this service.,,
N96,RARC,"Patient must be refractory to conventional therapy (documented behavioral, pharmacologic and/or surgical corrective therapy) and be an appropriate surgical candidate such that implantation with anesthesia can occur.",,
N97,RARC,"Patients with stress incontinence, urinary obstruction, and specific neurologic diseases (e.g., diabetes with peripheral nerve involvement) which are associated with secondary manifestations of the above three indications are excluded.",,
N98,RARC,"Patient must have had a successful test stimulation in order to support subsequent implantation. Before a patient is eligible for permanent implantation, he/she must demonstrate a 50 percent or greater improvement through test stimulation. Improvement is measured through voiding diaries.",,
N99,RARC,Patient must be able to demonstrate adequate ability to record voiding diary data such that clinical results of the implant procedure can be properly evaluated.,,
N100,RARC,PPS (Prospect Payment System) code corrected during adjudication.,,
N101,RARC,Additional information is needed in order to process this claim. Please resubmit the claim with the identification number of the provider where this service took place. The Medicare number of the site of service provider should be preceded with the letters 'HSP' and entered into item #32 on the claim form. You may bill only one site of service provider number per claim.,,
N102,RARC,This claim has been denied without reviewing the medical/dental record because the requested records were not received or were not received timely.,,
N103,RARC,"Records indicate this patient was a prisoner or in custody of a Federal, State, or local authority when the service was rendered. This payer does not cover items and services furnished to an individual while he or she is in custody under a penal statute or rule, unless under State or local law, the individual is personally liable for the cost of his or her health care while in custody and the State or local government pursues the collection of such debt in the same way and with the same vigor as the collection of its other debts. The provider can collect from the Federal/State/ Local Authority as appropriate.",,
N104,RARC,This claim/service is not payable under our claims jurisdiction area. You can identify the correct Medicare contractor to process this claim/service through the CMS website at www.cms.gov.,,
N105,RARC,"This is a misdirected claim/service for an RRB beneficiary. Submit paper claims to the RRB carrier: Palmetto GBA, P.O. Box 10066, Augusta, GA 30999. Call 888-355-9165 for RRB EDI information for electronic claims processing.",,
N106,RARC,Payment for services furnished to Skilled Nursing Facility (SNF) inpatients (except for excluded services) can only be made to the SNF. You must request payment from the SNF rather than the patient for this service.,,
N107,RARC,Services furnished to Skilled Nursing Facility (SNF) inpatients must be billed on the inpatient claim. They cannot be billed separately as outpatient services.,,
N108,RARC,Missing/incomplete/invalid upgrade information.,,
N109,RARC,Alert: This claim/service was chosen for complex review.,,
N110,RARC,This facility is not certified for film mammography.,,
N111,RARC,No appeal right except duplicate claim/service issue. This service was included in a claim that has been previously billed and adjudicated.,,
N112,RARC,This claim is excluded from your electronic remittance advice.,,
N113,RARC,"Only one initial visit is covered per physician, group practice or provider.",,
N114,RARC,"During the transition to the Ambulance Fee Schedule, payment is based on the lesser of a blended amount calculated using a percentage of the reasonable charge/cost and fee schedule amounts, or the submitted charge for the service. You will be notified yearly what the percentages for the blended payment calculation will be.",,
N115,RARC,"This decision was based on a Local Coverage Determination (LCD). An LCD provides a guide to assist in determining whether a particular item or service is covered. A copy of this policy is available at www.cms.gov/mcd, or if you do not have web access, you may contact the contractor to request a copy of the LCD.",,
N116,RARC,"Alert: This payment is being made conditionally because the service was provided in the home, and it is possible that the patient is under a home health episode of care. When a patient is treated under a home health episode of care, consolidated billing requires that certain therapy services and supplies, such as this, be included in the home health agency's (HHA's) payment. This payment will need to be recouped from you if we establish that the patient is concurrently receiving treatment under an HHA episode of care.",,
N117,RARC,This service is paid only once in a patient's lifetime.,,
N118,RARC,This service is not paid if billed more than once every 28 days.,,
N119,RARC,"This service is not paid if billed once every 28 days, and the patient has spent 5 or more consecutive days in any inpatient or Skilled /nursing Facility (SNF) within those 28 days.",,
N120,RARC,Payment is subject to home health prospective payment system partial episode payment adjustment. Patient was transferred/discharged/readmitted during payment episode.,,
N121,RARC,Medicare Part B does not pay for items or services provided by this type of practitioner for beneficiaries in a Medicare Part A covered Skilled Nursing Facility (SNF) stay.,,
N122,RARC,Add-on code cannot be billed by itself.,,
N123,RARC,Alert: This is a split service and represents a portion of the units from the originally submitted service.,,
N124,RARC,"Payment has been denied for the/made only for a less extensive service/item because the information furnished does not substantiate the need for the (more extensive) service/item. The patient is liable for the charges for this service/item as you informed the patient in writing before the service/item was furnished that we would not pay for it, and the patient agreed to pay.",,
N125,RARC,"Payment has been (denied for the/made only for a less extensive) service/item because the information furnished does not substantiate the need for the (more extensive) service/item. If you have collected any amount from the patient, you must refund that amount to the patient within 30 days of receiving this notice. The requirements for a refund are in §1834(a)(18) of the Social Security Act (and in §§1834(j)(4) and 1879(h) by cross-reference to §1834(a)(18)). Section 1834(a)(18)(B) specifies that suppliers which knowingly and willfully fail to make appropriate refunds may be subject to civil money penalties and/or exclusion from the Medicare program. If you have any questions about this notice, please contact this office.",,
N126,RARC,Social Security Records indicate that this individual has been deported. This payer does not cover items and services furnished to individuals who have been deported.,,
N127,RARC,This is a misdirected claim/service for a United Mine Workers of America (UMWA) beneficiary. Please submit claims to them.,,
N128,RARC,This amount represents the prior to coverage portion of the allowance.,,
N129,RARC,Not eligible due to the patient's age.,,
N130,RARC,Consult plan benefit documents/guidelines for information about restrictions for this service.,,
N131,RARC,Total payments under multiple contracts cannot exceed the allowance for this service.,,
N132,RARC,Alert: Payments will cease for services rendered by this US Government debarred or excluded provider after the 30 day grace period as previously notified.,,
N133,RARC,Alert: Services for predetermination and services requesting payment are being processed separately.,,
N134,RARC,"Alert: This represents your scheduled payment for this service. If treatment has been discontinued, please contact Customer Service.",,
N135,RARC,Record fees are the patient's responsibility and limited to the specified co-payment.,,
N136,RARC,"Alert: To obtain information on the process to file an appeal in Arizona, call the Department's Consumer Assistance Office at (602) 912-8444 or (800) 325-2548.",,
N137,RARC,"Alert: The provider acting on the Member's behalf, may file an appeal with the Payer. The provider, acting on the Member's behalf, may file a complaint with the State Insurance Regulatory Authority without first filing an appeal, if the coverage decision involves an urgent condition for which care has not been rendered. The address may be obtained from the State Insurance Regulatory Authority.",,
N138,RARC,"Alert: In the event you disagree with the Dental Advisor's opinion and have additional information relative to the case, you may submit radiographs to the Dental Advisor Unit at the subscriber's dental insurance carrier for a second Independent Dental Advisor Review.",,
N139,RARC,"Alert: Under 32 CFR 199.13, a non-participating provider is not an appropriate appealing party. Therefore, if you disagree with the Dental Advisor's opinion, you may appeal the determination if appointed in writing, by the beneficiary, to act as his/her representative. Should you be appointed as a representative, submit a copy of this letter, a signed statement explaining the matter in which you disagree, and any radiographs and relevant information to the subscriber's Dental insurance carrier within 90 days from the date of this letter.",,
N140,RARC,"Alert: You have not been designated as an authorized OCONUS provider therefore are not considered an appropriate appealing party. If the beneficiary has appointed you, in writing, to act as his/her representative and you disagree with the Dental Advisor's opinion, you may appeal by submitting a copy of this letter, a signed statement explaining the matter in which you disagree, and any relevant information to the subscriber's Dental insurance carrier within 90 days from the date of this letter.",,
N141,RARC,The patient was not residing in a long-term care facility during all or part of the service dates billed.,,
N142,RARC,"The original claim was denied. Resubmit a new claim, not a replacement claim.",,
N143,RARC,The patient was not in a hospice program during all or part of the service dates billed.,,
N144,RARC,The rate changed during the dates of service billed.,,
N145,RARC,Missing/incomplete/invalid provider identifier for this place of service.,,
N146,RARC,Missing screening document.,,
N147,RARC,"Long term care case mix or per diem rate cannot be determined because the patient ID number is missing, incomplete, or invalid on the assignment request.",,
N148,RARC,Missing/incomplete/invalid date of last menstrual period.,,
N149,RARC,Rebill all applicable services on a single claim.,,
N150,RARC,Missing/incomplete/invalid model number.,,
N151,RARC,Telephone contact services will not be paid until the face-to-face contact requirement has been met.,,
N152,RARC,Missing/incomplete/invalid replacement claim information.,,
N153,RARC,Missing/incomplete/invalid room and board rate.,,
N154,RARC,Alert: This payment was delayed for correction of provider's mailing address.,,
N155,RARC,Alert: Our records do not indicate that other insurance is on file. Please submit other insurance information for our records.,,
N156,RARC,Alert: The patient is responsible for the difference between the approved treatment and the elective treatment.,,
N157,RARC,Transportation to/from this destination is not covered.,,
N158,RARC,Transportation in a vehicle other than an ambulance is not covered.,,
N159,RARC,Payment denied/reduced because mileage is not covered when the patient is not in the ambulance.,,
N160,RARC,The patient must choose an option before a payment can be made for this procedure/ equipment/ supply/ service.,,
N161,RARC,This drug/service/supply is covered only when the associated service is covered.,,
N162,RARC,"Alert: Although your claim was paid, you have billed for a test/specialty not included in your Laboratory Certification. Your failure to correct the laboratory certification information will result in a denial of payment in the near future.",,
N163,RARC,Medical record does not support code billed per the code definition.,,
N164,RARC,Transportation to/from this destination is not covered.,,
N165,RARC,Transportation in a vehicle other than an ambulance is not covered.,,
N166,RARC,Payment denied/reduced because mileage is not covered when the patient is not in the ambulance.,,
N167,RARC,Charges exceed the post-transplant coverage limit.,,
N168,RARC,The patient must choose an option before a payment can be made for this procedure/ equipment/ supply/ service.,,
N169,RARC,This drug/service/supply is covered only when the associated service is covered.,,
N170,RARC,A new/revised/renewed certificate of medical necessity is needed.,,
N171,RARC,Payment for repair or replacement is not covered or has exceeded the purchase price.,,
N172,RARC,The patient is not liable for the denied/adjusted charge(s) for receiving any updated service/item.,,
N173,RARC,No qualifying hospital stay dates were provided for this episode of care.,,
N174,RARC,"This is not a covered service/procedure/ equipment/bed, however patient liability is limited to amounts shown in the adjustments under group 'PR'.",,
N175,RARC,Missing review organization approval.,,
N176,RARC,"Services provided aboard a ship are covered only when the ship is of United States registry and is in United States waters. In addition, a doctor licensed to practice in the United States must provide the service.",,
N177,RARC,Alert: We did not send this claim to patient's other insurer. They have indicated no additional payment can be made.,,
N178,RARC,Missing pre-operative images/visual field results.,,
N179,RARC,Additional information has been requested from the member. The charges will be reconsidered upon receipt of that information.,,
N180,RARC,This item or service does not meet the criteria for the category under which it was billed.,,
N181,RARC,Additional information is required from another provider involved in this service.,,
N182,RARC,This claim/service must be billed according to the schedule for this plan.,,
N183,RARC,"Alert: This is a predetermination advisory message, when this service is submitted for payment additional documentation as specified in plan documents will be required to process benefits.",,
N184,RARC,Rebill technical and professional components separately.,,
N185,RARC,Alert: Do not resubmit this claim/service.,,
N186,RARC,Non-Availability Statement (NAS) required for this service. Contact the nearest Military Treatment Facility (MTF) for assistance.,,
N187,RARC,Alert: You may request a review in writing within the required time limits following receipt of this notice by following the instructions included in your contract or plan benefit documents.,,
N188,RARC,The approved level of care does not match the procedure code submitted.,,
N189,RARC,Alert: This service has been paid as a one-time exception to the plan's benefit restrictions.,,
N190,RARC,Missing contract indicator.,,
N191,RARC,The provider must update insurance information directly with payer.,,
N192,RARC,Alert: Patient is a Medicaid/Qualified Medicare Beneficiary.,,
N193,RARC,Alert: Specific federal/state/local program may cover this service through another payer.,,
N194,RARC,Technical component not paid if provider does not own the equipment used.,,
N195,RARC,The technical component must be billed separately.,,
N196,RARC,Alert: Patient eligible to apply for other coverage which may be primary.,,
N197,RARC,The subscriber must update insurance information directly with payer.,,
N198,RARC,Rendering provider must be affiliated with the pay-to provider.,,
N199,RARC,Additional payment/recoupment approved based on payer-initiated review/audit.,,
N200,RARC,The professional component must be billed separately.,,
N201,RARC,A mental health facility is responsible for payment of outside providers who furnish these services/supplies to residents.,,
N202,RARC,Alert: Additional information/explanation will be sent separately.,,
N203,RARC,Missing/incomplete/invalid anesthesia time/units.,,
N204,RARC,Services under review for possible pre-existing condition. Send medical records for prior 12 months,,
N205,RARC,Information provided was illegible.,,
N206,RARC,The supporting documentation does not match the information sent on the claim.,,
N207,RARC,Missing/incomplete/invalid weight.,,
N208,RARC,Missing/incomplete/invalid DRG code.,,
N209,RARC,Missing/incomplete/invalid taxpayer identification number (TIN).,,
N210,RARC,Alert: You may appeal this decision.,,
N211,RARC,Alert: You may not appeal this decision.,,
N212,RARC,Charges processed under a Point of Service benefit.,,
N213,RARC,Missing/incomplete/invalid facility/discrete unit DRG/DRG exempt status information.,,
N214,RARC,Missing/incomplete/invalid history of the related initial surgical procedure(s).,,
N215,RARC,Alert: A payer providing supplemental or secondary coverage shall not require a claims determination for this service from a primary payer as a condition of making its own claims determination.,,
N216,RARC,We do not offer coverage for this type of service or the patient is not enrolled in this portion of our benefit package.,,
N217,RARC,We pay only one site of service per provider per claim.,,
N218,RARC,You must furnish and service this item for as long as the patient continues to need it. We can pay for maintenance and/or servicing for the time period specified in the contract or coverage manual.,,
N219,RARC,Payment based on previous payer's allowed amount.,,
N220,RARC,Alert: See the payer's web site or contact the payer's Customer Service department to obtain forms and instructions for filing a provider dispute.,,
N221,RARC,Missing Admitting History and Physical report.,,
N222,RARC,Incomplete/invalid Admitting History and Physical report.,,
N223,RARC,Missing documentation of benefit to the patient during initial treatment period.,,
N224,RARC,Incomplete/invalid documentation of benefit to the patient during initial treatment period.,,
N225,RARC,Incomplete/invalid documentation/orders/notes/summary/report/chart.,,
N226,RARC,Incomplete/invalid American Diabetes Association Certificate of Recognition.,,
N227,RARC,Incomplete/invalid Certificate of Medical Necessity.,,
N228,RARC,Incomplete/invalid consent form.,,
N229,RARC,Incomplete/invalid contract indicator.,,
N230,RARC,Incomplete/invalid indication of whether the patient owns the equipment that requires the part or supply.,,
N231,RARC,"Incomplete/invalid invoice or statement certifying the actual cost of the lens, less discounts, and/or the type of intraocular lens used.",,
N232,RARC,Incomplete/invalid itemized bill/statement.,,
N233,RARC,Incomplete/invalid operative note/report.,,
N234,RARC,Incomplete/invalid oxygen certification/re-certification.,,
N235,RARC,Incomplete/invalid pacemaker registration form.,,
N236,RARC,Incomplete/invalid pathology report.,,
N237,RARC,Incomplete/invalid patient medical record for this service.,,
N238,RARC,Incomplete/invalid physician certified plan of care.,,
N239,RARC,Incomplete/invalid physician financial relationship form.,,
N240,RARC,Incomplete/invalid radiology report.,,
N241,RARC,Incomplete/invalid review organization approval.,,
N242,RARC,Incomplete/invalid radiology film(s)/image(s).,,
N243,RARC,Incomplete/invalid/not approved screening document.,,
N244,RARC,Incomplete/Invalid pre-operative images/visual field results.,,
N245,RARC,Incomplete/invalid plan information for other insurance.,,
N246,RARC,State regulated patient payment limitations apply to this service.,,
N247,RARC,Missing/incomplete/invalid assistant surgeon taxonomy.,,
N248,RARC,Missing/incomplete/invalid assistant surgeon name.,,
N249,RARC,Missing/incomplete/invalid assistant surgeon primary identifier.,,
N250,RARC,Missing/incomplete/invalid assistant surgeon secondary identifier.,,
N251,RARC,Missing/incomplete/invalid attending provider taxonomy.,,
N252,RARC,Missing/incomplete/invalid attending provider name.,,
N253,RARC,Missing/incomplete/invalid attending provider primary identifier.,,
N254,RARC,Missing/incomplete/invalid attending provider secondary identifier.,,
N255,RARC,Missing/incomplete/invalid billing provider taxonomy.,,
N256,RARC,Missing/incomplete/invalid billing provider/supplier name.,,
N257,RARC,Missing/incomplete/invalid billing provider/supplier primary identifier.,,
N258,RARC,Missing/incomplete/invalid billing provider/supplier address.,,
N259,RARC,Missing/incomplete/invalid billing provider/supplier secondary identifier.,,
N260,RARC,Missing/incomplete/invalid billing provider/supplier contact information.,,
N261,RARC,Missing/incomplete/invalid operating provider name.,,
N262,RARC,Missing/incomplete/invalid operating provider primary identifier.,,
N263,RARC,Missing/incomplete/invalid operating provider secondary identifier.,,
N264,RARC,Missing/incomplete/invalid ordering provider name.,,
N265,RARC,Missing/incomplete/invalid ordering provider primary identifier.,,
N266,RARC,Missing/incomplete/invalid ordering provider address.,,
N267,RARC,Missing/incomplete/invalid ordering provider secondary identifier.,,
N268,RARC,Missing/incomplete/invalid ordering provider contact information.,,
N269,RARC,Missing/incomplete/invalid other provider name.,,
N270,RARC,Missing/incomplete/invalid other provider primary identifier.,,
N271,RARC,Missing/incomplete/invalid other provider secondary identifier.,,
N272,RARC,Missing/incomplete/invalid other payer attending provider identifier.,,
N273,RARC,Missing/incomplete/invalid other payer operating provider identifier.,,
N274,RARC,Missing/incomplete/invalid other payer other provider identifier.,,
N275,RARC,Missing/incomplete/invalid other payer purchased service provider identifier.,,
N276,RARC,Missing/incomplete/invalid other payer referring provider identifier.,,
N277,RARC,Missing/incomplete/invalid other payer rendering provider identifier.,,
N278,RARC,Missing/incomplete/invalid other payer service facility provider identifier.,,
N279,RARC,Missing/incomplete/invalid pay-to provider name.,,
N280,RARC,Missing/incomplete/invalid pay-to provider primary identifier.,,
N281,RARC,Missing/incomplete/invalid pay-to provider address.,,
N282,RARC,Missing/incomplete/invalid pay-to provider secondary identifier.,,
N283,RARC,Missing/incomplete/invalid purchased service provider identifier.,,
N284,RARC,Missing/incomplete/invalid referring provider taxonomy.,,
N285,RARC,Missing/incomplete/invalid referring provider name.,,
N286,RARC,Missing/incomplete/invalid referring provider primary identifier.,,
N287,RARC,Missing/incomplete/invalid referring provider secondary identifier.,,
N288,RARC,Missing/incomplete/invalid rendering provider taxonomy.,,
N289,RARC,Missing/incomplete/invalid rendering provider name.,,
N290,RARC,Missing/incomplete/invalid rendering provider primary identifier.,,
N291,RARC,Missing/incomplete/invalid rendering provider secondary identifier.,,
N292,RARC,Missing/incomplete/invalid service facility name.,,
N293,RARC,Missing/incomplete/invalid service facility primary identifier.,,
N294,RARC,Missing/incomplete/invalid service facility primary address.,,
N295,RARC,Missing/incomplete/invalid service facility secondary identifier.,,
N296,RARC,Missing/incomplete/invalid supervising provider name.,,
N297,RARC,Missing/incomplete/invalid supervising provider primary identifier.,,
N298,RARC,Missing/incomplete/invalid supervising provider secondary identifier.,,
N299,RARC,Missing/incomplete/invalid occurrence date(s).,,
N300,RARC,Missing/incomplete/invalid occurrence span date(s).,,
N301,RARC,Missing/incomplete/invalid procedure date(s).,,
N302,RARC,Missing/incomplete/invalid other procedure date(s).,,
N303,RARC,Missing/incomplete/invalid principal procedure date.,,
N304,RARC,Missing/incomplete/invalid dispensed date.,,
N305,RARC,Missing/incomplete/invalid injury/accident date.,,
N306,RARC,Missing/incomplete/invalid acute manifestation date.,,
N307,RARC,Missing/incomplete/invalid adjudication or payment date.,,
N308,RARC,Missing/incomplete/invalid appliance placement date.,,
N309,RARC,Missing/incomplete/invalid assessment date.,,
N310,RARC,Missing/incomplete/invalid assumed or relinquished care date.,,
N311,RARC,Missing/incomplete/invalid authorized to return to work date.,,
N312,RARC,Missing/incomplete/invalid begin therapy date.,,
N313,RARC,Missing/incomplete/invalid certification revision date.,,
N314,RARC,Missing/incomplete/invalid diagnosis date.,,
N315,RARC,Missing/incomplete/invalid disability from date.,,
N316,RARC,Missing/incomplete/invalid disability to date.,,
N317,RARC,Missing/incomplete/invalid discharge hour.,,
N318,RARC,Missing/incomplete/invalid discharge or end of care date.,,
N319,RARC,Missing/incomplete/invalid hearing or vision prescription date.,,
N320,RARC,Missing/incomplete/invalid Home Health Certification Period.,,
N321,RARC,Missing/incomplete/invalid last admission period.,,
N322,RARC,Missing/incomplete/invalid last certification date.,,
N323,RARC,Missing/incomplete/invalid last contact date.,,
N324,RARC,Missing/incomplete/invalid last seen/visit date.,,
N325,RARC,Missing/incomplete/invalid last worked date.,,
N326,RARC,Missing/incomplete/invalid last x-ray date.,,
N327,RARC,Missing/incomplete/invalid other insured birth date.,,
N328,RARC,Missing/incomplete/invalid Oxygen Saturation Test date.,,
N329,RARC,Missing/incomplete/invalid patient birth date.,,
N330,RARC,Missing/incomplete/invalid patient death date.,,
N331,RARC,Missing/incomplete/invalid physician order date.,,
N332,RARC,Missing/incomplete/invalid prior hospital discharge date.,,
N333,RARC,Missing/incomplete/invalid prior placement date.,,
N334,RARC,Missing/incomplete/invalid re-evaluation date.,,
N335,RARC,Missing/incomplete/invalid referral date.,,
N336,RARC,Missing/incomplete/invalid replacement date.,,
N337,RARC,Missing/incomplete/invalid secondary diagnosis date.,,
N338,RARC,Missing/incomplete/invalid shipped date.,,
N339,RARC,Missing/incomplete/invalid similar illness or symptom date.,,
N340,RARC,Missing/incomplete/invalid subscriber birth date.,,
N341,RARC,Missing/incomplete/invalid surgery date.,,
N342,RARC,Missing/incomplete/invalid test performed date.,,
N343,RARC,Missing/incomplete/invalid Transcutaneous Electrical Nerve Stimulator (TENS) trial start date.,,
N344,RARC,Missing/incomplete/invalid Transcutaneous Electrical Nerve Stimulator (TENS) trial end date.,,
N345,RARC,Date range not valid with units submitted.,,
N346,RARC,Missing/incomplete/invalid oral cavity designation code.,,
N347,RARC,Your claim for a referred or purchased service cannot be paid because payment has already been made for this same service to another provider by a payment contractor representing the payer.,,
N348,RARC,You chose that this service/supply/drug would be rendered/supplied and billed by a different practitioner/supplier.,,
N349,RARC,The administration method and drug must be reported to adjudicate this service.,,
N350,RARC,Missing/incomplete/invalid description of service for a Not Otherwise Classified (NOC) code or for an Unlisted/By Report procedure.,,
N351,RARC,Service date outside of the approved treatment plan service dates.,,
N352,RARC,Alert: There are no scheduled payments for this service. Submit a claim for each patient visit.,,
N353,RARC,"Alert: Benefits have been estimated, when the actual services have been rendered, additional payment will be considered based on the submitted claim.",,
N354,RARC,Incomplete/invalid invoice.,,
N355,RARC,"Alert: The law permits exceptions to the refund requirement in two cases: - If you did not know, and could not have reasonably been expected to know, that we would not pay for this service; or - If you notified the patient in writing before providing the service that you believed that we were likely to deny the service, and the patient signed a statement agreeing to pay for the service. If you come within either exception, or if you believe the carrier was wrong in its determination that we do not pay for this service, you should request appeal of this determination within 30 days of the date of this notice. Your request for review should include any additional information necessary to support your position. If you request an appeal within 30 days of receiving this notice, you may delay refunding the amount to the patient until you receive the results of the review. If the review decision is favorable to you, you do not need to make any refund. If, however, the review is unfavorable, the law specifies that you must make the refund within 15 days of receiving the unfavorable review decision. The law also permits you to request an appeal at any time within 120 days of the date you receive this notice. However, an appeal request that is received more than 30 days after the date of this notice, does not permit you to delay making the refund. Regardless of when a review is requested, the patient will be notified that you have requested one, and will receive a copy of the determination. The patient has received a separate notice of this denial decision. The notice advises that he/she may be entitled to a refund of any amounts paid, if you should have known that we would not pay and did not tell him/her. It also instructs the patient to contact our office if he/she does not hear anything about a refund within 30 days",,
N356,RARC,"Not covered when performed with, or subsequent to, a non-covered service.",,
N357,RARC,Time frame requirements between this service/procedure/supply and a related service/procedure/supply have not been met.,,
N358,RARC,Alert: This decision may be reviewed if additional documentation as described in the contract or plan benefit documents is submitted.,,
N359,RARC,Missing/incomplete/invalid height.,,
N360,RARC,Alert: Coordination of benefits has not been calculated when estimating benefits for this pre-determination. Submit payment information from the primary payer with the secondary claim.,,
N361,RARC,Payment adjusted based on multiple diagnostic imaging procedure rules,,
N362,RARC,The number of Days or Units of Service exceeds our acceptable maximum.,,
N363,RARC,Alert: in the near future we are implementing new policies/procedures that would affect this determination.,,
N364,RARC,"Alert: According to our agreement, you must waive the deductible and/or coinsurance amounts.",,
